id,attack_date,org_type,org_size,facilities_affected,cyber_threats_tracked,monitoring_freq,backup_compromised,ransomware_infection_rate_(%),data_encrypted,data_stolen,recovery_time_(days),entry_method,paid_ransom,data_restored,ransomware_incidents
RAN202400913,09-10-2024 19:00,Clinic,Medium,13,50-350,Daily,FALSE,63.77,FALSE,FALSE,22,Phishing Email,TRUE,62.72,6
RAN202400914,01-06-2024 11:00,Clinic,Medium,22,50-350,Daily,FALSE,50.19,TRUE,FALSE,57,Exploited Vulnerability,FALSE,20.2,4
RAN202400915,24-01-2024 09:00,Clinic,Medium,20,50-350,Daily,TRUE,48.34,TRUE,FALSE,72,Exploited Vulnerability,TRUE,43.17,2
RAN202400916,10-06-2024 22:00,Clinic,Small,4,Jan-50,Daily,TRUE,49.2,FALSE,FALSE,65,Exploited Vulnerability,TRUE,47.89,1
RAN202400917,18-03-2024 12:00,Hospital,Large,2,350+,Daily,TRUE,53.86,TRUE,FALSE,29,Compromised Credentials,FALSE,12.85,1
RAN202400918,30-10-2024 01:00,Pharma,Medium,4,50-350,More than once per day,TRUE,30.7,TRUE,FALSE,27,RDP Exploit,FALSE,45.27,7
RAN202400919,23-09-2024 07:00,Research Lab,Small,8,Jan-50,More than once per day,TRUE,42.89,TRUE,TRUE,41,Exploited Vulnerability,FALSE,23.8,4
RAN202400920,16-03-2024 13:00,Hospital,Medium,13,50-350,More than once per day,FALSE,30.82,TRUE,FALSE,17,Compromised Credentials,TRUE,84.59,2
RAN202400921,27-03-2024 04:00,Insurance,Medium,10,Jan-50,More than once per day,TRUE,23.3,TRUE,FALSE,23,Compromised Credentials,TRUE,65.23,3
RAN202400922,06-06-2024 20:00,Clinic,Small,18,350+,Weekly,TRUE,78.06,FALSE,FALSE,42,Compromised Credentials,TRUE,56.64,1
RAN202400923,19-10-2024 17:00,Insurance,Large,9,Jan-50,Daily,TRUE,59.75,TRUE,FALSE,68,RDP Exploit,FALSE,13.23,4
RAN202400924,16-05-2024 16:00,Research Lab,Medium,1,50-350,Monthly,TRUE,45,TRUE,FALSE,26,Exploited Vulnerability,TRUE,64.89,5
RAN202400925,28-07-2024 14:00,Clinic,Small,13,Jan-50,Monthly,FALSE,71.94,TRUE,FALSE,35,Infected Removable Media,TRUE,11.06,1
RAN202400926,14-12-2024 07:00,Hospital,Medium,18,50-350,Monthly,TRUE,54.87,FALSE,FALSE,57,Malicious Website,FALSE,46.34,7
RAN202400927,27-08-2024 12:00,Hospital,Medium,15,50-350,Monthly,TRUE,48.99,TRUE,FALSE,65,Exploited Vulnerability,TRUE,44.82,1
RAN202400928,14-01-2024 01:00,Clinic,Medium,2,50-350,Daily,TRUE,61.3,TRUE,FALSE,39,Compromised Credentials,FALSE,38.02,6
RAN202400929,02-07-2024 06:00,Clinic,Medium,11,50-350,Daily,FALSE,65.39,TRUE,FALSE,37,Compromised Credentials,TRUE,14.36,7
RAN202400930,18-08-2024 07:00,Hospital,Large,14,350+,Daily,FALSE,60.9,TRUE,FALSE,17,Exploited Vulnerability,TRUE,70.08,4
RAN202400931,21-04-2024 09:00,Hospital,Medium,22,Jan-50,Weekly,FALSE,58.91,TRUE,FALSE,49,Compromised Credentials,TRUE,39.98,5
RAN202400932,22-05-2024 15:00,Insurance,Large,15,Jan-50,Monthly,TRUE,51.02,TRUE,FALSE,66,Exploited Vulnerability,FALSE,38.36,7
RAN202400933,20-01-2024 05:00,Pharma,Medium,14,Jan-50,Monthly,TRUE,67.74,TRUE,FALSE,76,Phishing Email,TRUE,41.14,7
RAN202400934,23-11-2024 06:00,Clinic,Small,16,350+,Daily,TRUE,52.99,TRUE,FALSE,26,Compromised Credentials,FALSE,46.22,7
RAN202400935,28-06-2024 07:00,Hospital,Large,23,Jan-50,Weekly,FALSE,74.23,TRUE,FALSE,49,RDP Exploit,FALSE,22.2,4
RAN202400936,19-06-2024 02:00,Hospital,Medium,15,50-350,More than once per day,FALSE,18.25,TRUE,FALSE,11,Phishing Email,FALSE,36.63,1
RAN202400937,08-02-2024 23:00,Hospital,Medium,19,50-350,More than once per day,FALSE,47.28,TRUE,FALSE,26,Compromised Credentials,FALSE,40.88,4
RAN202400938,03-06-2024 21:00,Pharma,Large,9,Jan-50,Weekly,TRUE,53.57,TRUE,FALSE,57,Exploited Vulnerability,TRUE,52.76,1
RAN202400939,03-08-2024 06:00,Hospital,Medium,5,Jan-50,Daily,FALSE,46.07,TRUE,FALSE,18,Compromised Credentials,FALSE,32.7,2
RAN202400940,26-04-2024 10:00,Clinic,Small,5,Jan-50,Monthly,TRUE,47.56,TRUE,FALSE,43,Exploited Vulnerability,TRUE,56.64,6
RAN202400941,11-12-2024 04:00,Hospital,Medium,11,50-350,More than once per day,FALSE,46.03,TRUE,TRUE,20,Compromised Credentials,FALSE,30.72,6
RAN202400942,04-07-2024 01:00,Clinic,Small,20,Jan-50,Monthly,TRUE,39.15,FALSE,FALSE,42,Exploited Vulnerability,FALSE,37.93,6
RAN202400943,20-03-2024 23:00,Clinic,Small,24,Jan-50,Daily,TRUE,71.57,TRUE,FALSE,114,Compromised Credentials,FALSE,22.2,4
RAN202400944,28-01-2024 09:00,Insurance,Large,4,350+,Weekly,TRUE,40.79,TRUE,FALSE,23,Compromised Credentials,TRUE,71.92,6
RAN202400945,01-06-2024 23:00,Hospital,Large,20,350+,Weekly,TRUE,45.03,TRUE,TRUE,20,Exploited Vulnerability,TRUE,77.05,3
RAN202400946,13-09-2024 08:00,Hospital,Medium,18,Jan-50,Monthly,TRUE,49.2,FALSE,FALSE,64,Compromised Credentials,TRUE,46.27,4
RAN202400947,08-05-2024 05:00,Hospital,Large,3,Jan-50,Daily,FALSE,73.58,FALSE,FALSE,17,Malicious Website,FALSE,17.93,2
RAN202400948,01-02-2024 05:00,Pharma,Large,4,Jan-50,Monthly,TRUE,28.96,TRUE,FALSE,37,Phishing Email,TRUE,71.61,1
RAN202400949,09-06-2024 02:00,Insurance,Medium,14,50-350,Daily,TRUE,64.36,TRUE,FALSE,59,Exploited Vulnerability,TRUE,54.11,7
RAN202400950,30-09-2024 17:00,Clinic,Medium,7,350+,More than once per day,TRUE,39.73,FALSE,FALSE,17,RDP Exploit,FALSE,58.05,2
RAN202400951,09-03-2024 13:00,Clinic,Small,8,Jan-50,Daily,TRUE,62.15,TRUE,FALSE,56,Compromised Credentials,FALSE,24.92,2
RAN202400952,22-07-2024 00:00,Clinic,Small,24,Jan-50,Weekly,FALSE,72.64,TRUE,FALSE,75,RDP Exploit,TRUE,43.36,7
RAN202400953,28-09-2024 21:00,Hospital,Medium,16,50-350,Daily,TRUE,65.55,TRUE,FALSE,82,Phishing Email,FALSE,22.63,4
RAN202400954,15-08-2024 04:00,Pharma,Medium,20,50-350,Weekly,TRUE,53.19,TRUE,FALSE,67,Compromised Credentials,TRUE,52.43,3
RAN202400955,02-08-2024 07:00,Clinic,Small,15,Jan-50,Weekly,FALSE,51.06,TRUE,TRUE,37,Compromised Credentials,TRUE,21.4,3
RAN202400956,28-02-2024 06:00,Hospital,Medium,7,50-350,Daily,FALSE,66.22,TRUE,FALSE,27,Compromised Credentials,FALSE,45.59,4
RAN202400957,01-01-2024 17:00,Clinic,Small,17,Jan-50,Monthly,TRUE,72.07,TRUE,FALSE,63,Compromised Credentials,TRUE,25.83,3
RAN202400958,22-04-2024 00:00,Hospital,Medium,22,Jan-50,More than once per day,FALSE,32.15,TRUE,TRUE,23,Phishing Email,FALSE,37.23,6
RAN202400959,08-01-2024 19:00,Hospital,Medium,22,50-350,Monthly,TRUE,64.42,TRUE,FALSE,79,Compromised Credentials,TRUE,24.36,7
RAN202400960,01-08-2024 17:00,Research Lab,Medium,22,350+,Daily,FALSE,55.54,TRUE,FALSE,22,Exploited Vulnerability,FALSE,19.29,3
RAN202400961,06-12-2024 06:00,Hospital,Medium,12,50-350,Daily,TRUE,56.9,TRUE,FALSE,51,Exploited Vulnerability,TRUE,61.75,6
RAN202400962,03-08-2024 01:00,Clinic,Small,18,350+,Daily,FALSE,66.04,FALSE,TRUE,26,Compromised Credentials,FALSE,38.67,3
RAN202400963,12-10-2024 11:00,Hospital,Medium,24,50-350,Daily,TRUE,65.19,FALSE,TRUE,67,Compromised Credentials,FALSE,39.01,5
RAN202400964,19-02-2024 23:00,Hospital,Medium,14,50-350,Daily,TRUE,69.4,TRUE,FALSE,67,Exploited Vulnerability,TRUE,49.11,6
RAN202400965,18-06-2024 06:00,Hospital,Medium,15,50-350,Daily,TRUE,65.09,TRUE,TRUE,91,Compromised Credentials,TRUE,55.79,2
RAN202400966,01-07-2024 02:00,Hospital,Large,15,350+,Daily,TRUE,47.15,TRUE,FALSE,31,Phishing Email,TRUE,76.42,7
RAN202400967,07-09-2024 19:00,Research Lab,Medium,5,350+,Daily,FALSE,90,TRUE,FALSE,16,Phishing Email,FALSE,23.45,6
RAN202400968,24-04-2024 14:00,Hospital,Large,16,Jan-50,Daily,TRUE,56.01,FALSE,FALSE,60,Exploited Vulnerability,TRUE,40.06,6
RAN202400969,21-09-2024 06:00,Clinic,Small,5,350+,Weekly,TRUE,64.69,TRUE,TRUE,30,Compromised Credentials,FALSE,27.68,6
RAN202400970,28-10-2024 05:00,Clinic,Medium,2,350+,Weekly,TRUE,46.81,TRUE,FALSE,15,Compromised Credentials,FALSE,29.98,1
RAN202400971,20-01-2024 22:00,Clinic,Medium,20,50-350,Monthly,TRUE,58.06,TRUE,FALSE,73,Compromised Credentials,FALSE,26.29,6
RAN202400972,16-05-2024 14:00,Pharma,Large,9,Jan-50,Weekly,FALSE,58.79,TRUE,FALSE,33,Compromised Credentials,TRUE,47.88,5
RAN202400973,06-08-2024 21:00,Research Lab,Medium,22,350+,Weekly,TRUE,87.92,TRUE,FALSE,46,Phishing Email,FALSE,50.5,1
RAN202400974,01-07-2024 22:00,Hospital,Large,9,350+,Weekly,TRUE,68.06,TRUE,FALSE,33,Malicious Website,TRUE,61.83,4
RAN202400975,16-06-2024 11:00,Hospital,Large,4,Jan-50,Daily,FALSE,70.42,TRUE,FALSE,16,RDP Exploit,FALSE,20.55,6
RAN202400976,12-08-2024 08:00,Hospital,Large,15,350+,Weekly,FALSE,56.49,FALSE,FALSE,18,Compromised Credentials,TRUE,56.11,6
RAN202400977,24-01-2024 04:00,Clinic,Small,11,Jan-50,More than once per day,TRUE,40.56,FALSE,FALSE,36,Phishing Email,TRUE,56.53,7
RAN202400978,26-08-2024 01:00,Hospital,Medium,1,Jan-50,Monthly,TRUE,58.72,FALSE,FALSE,52,Exploited Vulnerability,FALSE,37.8,5
RAN202400979,22-07-2024 00:00,Clinic,Medium,18,50-350,Weekly,FALSE,83.64,TRUE,FALSE,39,Phishing Email,TRUE,59.39,2
RAN202400980,17-07-2024 05:00,Clinic,Medium,1,50-350,Daily,FALSE,69.51,TRUE,FALSE,25,Compromised Credentials,TRUE,52.63,6
RAN202400981,02-12-2024 21:00,Hospital,Medium,8,50-350,Weekly,FALSE,49.23,TRUE,TRUE,28,Phishing Email,FALSE,35.68,1
RAN202400982,28-08-2024 09:00,Research Lab,Small,16,Jan-50,More than once per day,FALSE,37.41,TRUE,FALSE,28,Exploited Vulnerability,FALSE,25.2,5
RAN202400983,29-11-2024 04:00,Hospital,Large,22,350+,Daily,FALSE,65.84,TRUE,FALSE,18,Exploited Vulnerability,TRUE,70.08,4
RAN202400984,27-03-2024 06:00,Hospital,Large,18,Jan-50,More than once per day,FALSE,28.28,FALSE,FALSE,23,Phishing Email,FALSE,33.71,6
RAN202400985,09-07-2024 04:00,Research Lab,Small,22,Jan-50,Weekly,FALSE,71.94,TRUE,TRUE,66,Exploited Vulnerability,FALSE,23.31,1
RAN202400986,28-08-2024 21:00,Clinic,Small,9,Jan-50,Weekly,TRUE,65.34,TRUE,FALSE,39,Phishing Email,FALSE,25.61,2
RAN202400987,29-04-2024 17:00,Clinic,Medium,12,50-350,Weekly,TRUE,35.71,FALSE,FALSE,31,Compromised Credentials,FALSE,44.81,2
RAN202400988,23-01-2024 13:00,Clinic,Small,19,350+,More than once per day,TRUE,26.28,FALSE,FALSE,22,Exploited Vulnerability,TRUE,83.58,1
RAN202400989,14-11-2024 12:00,Hospital,Medium,18,50-350,Daily,TRUE,62.58,TRUE,FALSE,67,Compromised Credentials,TRUE,57.46,6
RAN202400990,21-08-2024 21:00,Insurance,Large,5,350+,Weekly,FALSE,47.67,TRUE,FALSE,10,Compromised Credentials,TRUE,60.46,2
RAN202400991,06-08-2024 01:00,Research Lab,Small,2,Jan-50,Daily,FALSE,90,TRUE,FALSE,44,Phishing Email,TRUE,13.02,1
RAN202400992,01-07-2024 06:00,Clinic,Medium,7,50-350,Weekly,FALSE,51.03,TRUE,TRUE,29,Exploited Vulnerability,TRUE,53.65,7
RAN202400993,06-08-2024 19:00,Hospital,Medium,10,50-350,More than once per day,FALSE,42.5,TRUE,FALSE,18,Compromised Credentials,FALSE,52.23,4
RAN202400994,09-12-2024 17:00,Clinic,Medium,15,50-350,Daily,TRUE,64.3,TRUE,FALSE,65,RDP Exploit,FALSE,12.2,6
RAN202400995,16-01-2024 16:00,Hospital,Medium,7,Jan-50,Daily,FALSE,61.15,TRUE,FALSE,36,Exploited Vulnerability,TRUE,35.11,6
RAN202400996,01-02-2024 11:00,Hospital,Medium,5,50-350,Weekly,TRUE,76.22,TRUE,TRUE,63,Exploited Vulnerability,TRUE,59.08,1
RAN202400997,07-12-2024 08:00,Pharma,Medium,15,50-350,More than once per day,TRUE,24.23,TRUE,FALSE,28,Compromised Credentials,TRUE,70.81,1
RAN202400998,11-01-2024 03:00,Hospital,Medium,20,50-350,Daily,TRUE,63.15,TRUE,FALSE,86,Compromised Credentials,TRUE,53.74,1
RAN202400999,30-12-2024 22:00,Pharma,Medium,20,50-350,Daily,FALSE,53.76,TRUE,TRUE,38,RDP Exploit,FALSE,43.67,1
RAN202401000,27-06-2024 07:00,Clinic,Small,15,Jan-50,Daily,TRUE,39.04,TRUE,TRUE,63,Exploited Vulnerability,FALSE,22.94,5
RAN202401001,27-10-2024 23:00,Hospital,Medium,10,50-350,Daily,FALSE,60.49,TRUE,FALSE,25,Exploited Vulnerability,FALSE,35.55,7
RAN202401002,21-10-2024 11:00,Clinic,Small,24,Jan-50,Daily,TRUE,69.11,FALSE,FALSE,82,Compromised Credentials,FALSE,18.27,7
RAN202401003,05-01-2024 11:00,Insurance,Large,14,350+,Weekly,TRUE,50,TRUE,FALSE,23,Phishing Email,FALSE,40.95,2
RAN202401004,14-05-2024 08:00,Research Lab,Medium,10,50-350,Daily,TRUE,62.92,TRUE,FALSE,46,Exploited Vulnerability,FALSE,43.98,2
RAN202401005,07-08-2024 14:00,Insurance,Medium,17,Jan-50,Weekly,TRUE,51.91,TRUE,FALSE,58,Compromised Credentials,TRUE,54.49,3
RAN202401006,22-03-2024 09:00,Clinic,Medium,21,350+,Weekly,FALSE,64.31,TRUE,FALSE,22,Compromised Credentials,TRUE,32.25,7
RAN202401007,09-05-2024 17:00,Clinic,Medium,14,50-350,More than once per day,TRUE,43.9,TRUE,FALSE,48,Compromised Credentials,FALSE,20.15,5
RAN202401008,24-10-2024 18:00,Insurance,Medium,2,Jan-50,More than once per day,FALSE,26.52,TRUE,FALSE,13,Exploited Vulnerability,TRUE,5,2
RAN202401009,27-09-2024 01:00,Hospital,Medium,16,50-350,Monthly,FALSE,53.59,TRUE,FALSE,38,Infected Removable Media,TRUE,69.63,5
RAN202401010,09-06-2024 02:00,Clinic,Small,13,Jan-50,More than once per day,FALSE,50.38,TRUE,TRUE,22,Phishing Email,FALSE,28.86,1
RAN202401011,04-04-2024 12:00,Hospital,Large,9,350+,More than once per day,TRUE,30.56,FALSE,FALSE,12,Phishing Email,TRUE,80.36,1
RAN202401012,26-11-2024 08:00,Pharma,Large,7,350+,More than once per day,FALSE,29.73,TRUE,FALSE,8,Compromised Credentials,FALSE,25.09,2
RAN202401013,18-02-2024 04:00,Pharma,Large,16,350+,Weekly,TRUE,40.87,TRUE,TRUE,26,RDP Exploit,TRUE,57.3,4
RAN202401014,12-01-2024 19:00,Hospital,Medium,10,50-350,Weekly,TRUE,61.19,TRUE,FALSE,50,Compromised Credentials,FALSE,22.74,2
RAN202401015,24-10-2024 02:00,Research Lab,Medium,24,50-350,Monthly,TRUE,61.18,TRUE,FALSE,99,Compromised Credentials,TRUE,48.66,4
RAN202401016,22-09-2024 04:00,Pharma,Medium,22,50-350,Monthly,FALSE,83,TRUE,FALSE,78,Compromised Credentials,TRUE,35.04,1
RAN202401017,02-08-2024 16:00,Hospital,Large,9,Jan-50,Daily,TRUE,49.56,TRUE,FALSE,45,Phishing Email,TRUE,53.07,6
RAN202401018,25-12-2024 02:00,Clinic,Medium,22,50-350,Daily,TRUE,53.68,FALSE,FALSE,68,Compromised Credentials,TRUE,57.15,3
RAN202401019,03-09-2024 05:00,Pharma,Medium,23,50-350,Daily,TRUE,48.33,TRUE,FALSE,63,Exploited Vulnerability,FALSE,42.78,1
RAN202401020,30-06-2024 23:00,Hospital,Large,7,Jan-50,Daily,TRUE,77.12,TRUE,FALSE,56,RDP Exploit,FALSE,37.39,5
RAN202401021,30-11-2024 00:00,Clinic,Medium,16,50-350,More than once per day,TRUE,50.2,TRUE,FALSE,50,Phishing Email,FALSE,36.04,1
RAN202401022,14-06-2024 13:00,Hospital,Large,9,350+,More than once per day,FALSE,32.82,TRUE,FALSE,7,Exploited Vulnerability,TRUE,85.08,1
RAN202401023,14-08-2024 02:00,Pharma,Large,24,350+,More than once per day,TRUE,37.27,TRUE,FALSE,21,Exploited Vulnerability,TRUE,81.37,5
RAN202401024,13-10-2024 20:00,Pharma,Large,17,Jan-50,Daily,FALSE,61.96,FALSE,TRUE,54,Exploited Vulnerability,TRUE,23.34,7
RAN202401025,26-01-2024 22:00,Pharma,Large,20,Jan-50,Daily,FALSE,64.42,TRUE,TRUE,44,Exploited Vulnerability,FALSE,34.97,1
RAN202401026,21-11-2024 14:00,Clinic,Small,7,Jan-50,Monthly,FALSE,60.24,TRUE,TRUE,48,Exploited Vulnerability,TRUE,46.82,6
RAN202401027,21-02-2024 05:00,Insurance,Large,11,350+,Weekly,TRUE,39.56,TRUE,FALSE,26,Phishing Email,FALSE,39.79,2
RAN202401028,14-06-2024 08:00,Insurance,Large,8,Jan-50,Monthly,TRUE,53.52,TRUE,FALSE,48,Compromised Credentials,TRUE,44.79,7
RAN202401029,02-07-2024 06:00,Hospital,Medium,7,50-350,Daily,TRUE,47.6,TRUE,FALSE,37,Exploited Vulnerability,TRUE,51.27,1
RAN202401030,03-10-2024 13:00,Insurance,Large,19,Jan-50,Daily,TRUE,49.07,TRUE,TRUE,53,Compromised Credentials,FALSE,18.63,7
RAN202401031,09-03-2024 12:00,Hospital,Medium,20,50-350,Daily,FALSE,62.05,TRUE,TRUE,41,Compromised Credentials,FALSE,35.45,7
RAN202401032,14-11-2024 07:00,Clinic,Small,12,Jan-50,Daily,TRUE,69.41,FALSE,FALSE,59,Compromised Credentials,TRUE,43.94,6
RAN202401033,16-07-2024 05:00,Hospital,Medium,7,50-350,More than once per day,FALSE,39.96,TRUE,FALSE,13,Compromised Credentials,TRUE,63.3,5
RAN202401034,30-06-2024 15:00,Hospital,Large,8,Jan-50,Monthly,FALSE,53.93,TRUE,FALSE,22,Compromised Credentials,FALSE,42.84,1
RAN202401035,09-07-2024 08:00,Hospital,Medium,7,50-350,Monthly,TRUE,44.42,TRUE,FALSE,39,Exploited Vulnerability,FALSE,24.37,5
RAN202401036,23-05-2024 02:00,Clinic,Small,6,Jan-50,More than once per day,TRUE,38.61,TRUE,FALSE,37,Compromised Credentials,FALSE,43.25,7
RAN202401037,03-09-2024 22:00,Hospital,Medium,9,50-350,Daily,TRUE,67.08,TRUE,TRUE,65,Exploited Vulnerability,TRUE,55.82,4
RAN202401038,15-11-2024 05:00,Research Lab,Small,13,350+,Daily,TRUE,50.46,FALSE,FALSE,28,Compromised Credentials,TRUE,71.97,5
RAN202401039,08-07-2024 18:00,Hospital,Large,7,Jan-50,Daily,FALSE,43.87,TRUE,FALSE,21,Exploited Vulnerability,TRUE,49.6,7
RAN202401040,19-07-2024 14:00,Hospital,Large,8,350+,Daily,FALSE,67.86,FALSE,FALSE,18,Phishing Email,FALSE,44.2,3
RAN202401041,08-04-2024 02:00,Clinic,Medium,22,50-350,More than once per day,TRUE,43.4,TRUE,FALSE,51,Compromised Credentials,FALSE,40.36,2
RAN202401042,26-05-2024 03:00,Research Lab,Small,17,Jan-50,Daily,TRUE,73.77,TRUE,FALSE,112,Exploited Vulnerability,FALSE,33.96,1
RAN202401043,31-01-2024 14:00,Hospital,Medium,17,50-350,Daily,TRUE,63.89,TRUE,FALSE,52,RDP Exploit,FALSE,29.84,7
RAN202401044,10-09-2024 00:00,Clinic,Small,16,Jan-50,Daily,TRUE,30.65,TRUE,FALSE,51,Exploited Vulnerability,TRUE,54.43,2
RAN202401045,01-11-2024 17:00,Insurance,Medium,22,50-350,More than once per day,FALSE,42.99,TRUE,TRUE,28,Infected Removable Media,FALSE,39.53,6
RAN202401046,25-09-2024 08:00,Clinic,Medium,2,50-350,Daily,FALSE,50.94,TRUE,FALSE,21,Exploited Vulnerability,FALSE,38.19,1
RAN202401047,06-04-2024 22:00,Hospital,Large,8,Jan-50,Monthly,FALSE,50.62,TRUE,TRUE,30,Phishing Email,FALSE,33.91,6
RAN202401048,08-04-2024 23:00,Hospital,Medium,17,50-350,Daily,FALSE,71.25,TRUE,FALSE,38,Phishing Email,TRUE,51.83,6
RAN202401049,04-11-2024 00:00,Insurance,Large,13,350+,Monthly,TRUE,61.63,TRUE,FALSE,38,Phishing Email,FALSE,24.89,4
RAN202401050,27-12-2024 03:00,Hospital,Large,18,350+,Weekly,TRUE,55.58,TRUE,FALSE,40,Phishing Email,FALSE,26.76,7
RAN202401051,17-12-2024 16:00,Insurance,Medium,24,50-350,Monthly,TRUE,60.35,TRUE,TRUE,73,Exploited Vulnerability,FALSE,25.75,2
RAN202401052,15-11-2024 23:00,Clinic,Medium,22,350+,Weekly,FALSE,48.41,TRUE,TRUE,31,Exploited Vulnerability,TRUE,69.74,7
RAN202401053,20-06-2024 15:00,Pharma,Medium,10,50-350,Weekly,FALSE,53.44,TRUE,FALSE,42,Phishing Email,FALSE,24.09,1
RAN202401054,03-11-2024 11:00,Research Lab,Small,2,Jan-50,Monthly,FALSE,56.57,TRUE,TRUE,12,Exploited Vulnerability,FALSE,26.18,4
RAN202401055,29-12-2024 02:00,Pharma,Large,2,350+,More than once per day,TRUE,25.52,TRUE,FALSE,12,Exploited Vulnerability,TRUE,71.03,3
RAN202401056,20-04-2024 09:00,Hospital,Medium,14,50-350,Daily,TRUE,50.79,FALSE,FALSE,53,Compromised Credentials,TRUE,74.6,7
RAN202401057,03-09-2024 18:00,Research Lab,Medium,16,50-350,Monthly,FALSE,73.37,TRUE,FALSE,38,Exploited Vulnerability,TRUE,57.36,6
RAN202401058,25-09-2024 13:00,Clinic,Medium,7,50-350,Weekly,TRUE,65.32,TRUE,TRUE,48,RDP Exploit,FALSE,15.54,1
RAN202401059,18-07-2024 07:00,Clinic,Medium,21,350+,Monthly,FALSE,42.5,TRUE,FALSE,22,Exploited Vulnerability,FALSE,41.77,4
RAN202401060,19-11-2024 19:00,Clinic,Small,21,350+,Weekly,TRUE,66.89,TRUE,FALSE,23,Compromised Credentials,TRUE,16.77,6
RAN202401061,22-04-2024 02:00,Insurance,Medium,24,50-350,Monthly,TRUE,51.46,TRUE,FALSE,71,Phishing Email,FALSE,30.88,3
RAN202401062,13-02-2024 14:00,Pharma,Medium,12,Jan-50,Weekly,FALSE,75.04,TRUE,FALSE,59,Compromised Credentials,TRUE,48.32,3
RAN202401063,25-06-2024 15:00,Research Lab,Medium,23,50-350,Weekly,TRUE,76.23,TRUE,FALSE,85,Exploited Vulnerability,TRUE,54.84,3
RAN202401064,30-05-2024 22:00,Clinic,Medium,14,50-350,Daily,FALSE,66.96,TRUE,FALSE,44,RDP Exploit,TRUE,16.7,1
RAN202401065,18-06-2024 20:00,Clinic,Small,4,Jan-50,Monthly,FALSE,83.13,TRUE,FALSE,47,RDP Exploit,TRUE,46.72,4
RAN202401066,17-12-2024 09:00,Research Lab,Medium,4,50-350,Weekly,TRUE,55.37,TRUE,FALSE,41,Compromised Credentials,FALSE,34.18,1
RAN202401067,03-05-2024 16:00,Hospital,Medium,18,50-350,Weekly,FALSE,67.64,TRUE,FALSE,55,Compromised Credentials,FALSE,27.58,5
RAN202401068,28-04-2024 22:00,Hospital,Large,3,Jan-50,Weekly,TRUE,65.03,TRUE,TRUE,59,Compromised Credentials,TRUE,48.48,6
RAN202401069,16-05-2024 08:00,Hospital,Large,1,Jan-50,Daily,TRUE,53.95,TRUE,FALSE,44,Phishing Email,FALSE,22.13,2
RAN202401070,07-10-2024 20:00,Hospital,Large,17,Jan-50,More than once per day,FALSE,20.26,TRUE,FALSE,14,Compromised Credentials,FALSE,31.29,4
RAN202401071,16-05-2024 18:00,Hospital,Large,7,350+,Monthly,TRUE,62.41,FALSE,TRUE,21,Phishing Email,TRUE,68.8,6
RAN202401072,08-06-2024 09:00,Hospital,Medium,16,Jan-50,Weekly,TRUE,66.46,TRUE,FALSE,60,Compromised Credentials,TRUE,46.24,6
RAN202401073,03-07-2024 04:00,Hospital,Large,5,Jan-50,Daily,FALSE,47.21,TRUE,TRUE,11,Phishing Email,FALSE,29.92,4
RAN202401074,23-07-2024 20:00,Hospital,Medium,19,50-350,More than once per day,TRUE,41.1,TRUE,FALSE,49,Exploited Vulnerability,FALSE,22.48,1
RAN202401075,04-10-2024 09:00,Pharma,Large,7,Jan-50,Weekly,FALSE,52.42,TRUE,FALSE,23,Exploited Vulnerability,TRUE,57.75,5
RAN202401076,17-10-2024 19:00,Clinic,Small,14,Jan-50,Weekly,FALSE,34.35,TRUE,TRUE,18,Exploited Vulnerability,TRUE,56.21,4
RAN202401077,20-11-2024 02:00,Hospital,Medium,2,Jan-50,Weekly,TRUE,50.09,TRUE,FALSE,42,Compromised Credentials,FALSE,13.48,7
RAN202401078,09-02-2024 16:00,Clinic,Medium,3,50-350,Weekly,TRUE,41.01,TRUE,FALSE,40,Exploited Vulnerability,TRUE,50.74,5
RAN202401079,02-03-2024 16:00,Hospital,Medium,17,50-350,Daily,TRUE,54.31,TRUE,FALSE,59,Malicious Website,FALSE,26.3,2
RAN202401080,20-04-2024 19:00,Pharma,Large,16,Jan-50,Daily,TRUE,61.38,TRUE,TRUE,77,Exploited Vulnerability,TRUE,43.61,4
RAN202401081,17-10-2024 04:00,Research Lab,Medium,8,50-350,More than once per day,FALSE,22.4,TRUE,TRUE,9,Compromised Credentials,TRUE,34.68,6
RAN202401082,28-03-2024 03:00,Hospital,Large,18,350+,Weekly,FALSE,58.58,FALSE,FALSE,21,Compromised Credentials,TRUE,66.69,6
RAN202401083,16-05-2024 15:00,Clinic,Small,15,Jan-50,More than once per day,TRUE,30.61,FALSE,FALSE,44,Exploited Vulnerability,TRUE,55.57,5
RAN202401084,27-01-2024 15:00,Insurance,Large,7,Jan-50,Weekly,TRUE,53.91,TRUE,FALSE,64,Compromised Credentials,TRUE,56.91,5
RAN202401085,25-12-2024 00:00,Pharma,Large,9,Jan-50,Daily,FALSE,31.53,TRUE,FALSE,16,Exploited Vulnerability,TRUE,41.01,5
RAN202401086,11-06-2024 09:00,Clinic,Medium,6,50-350,Daily,TRUE,72.12,TRUE,FALSE,53,Phishing Email,FALSE,48.44,5
RAN202401087,02-04-2024 12:00,Clinic,Medium,18,50-350,Monthly,FALSE,50.45,TRUE,FALSE,32,Phishing Email,TRUE,60.32,6
